,Gene,Sample,Match,Total
76,C,HG02717,2,2
77,C,HG01952,2,2
78,C,HG02622,2,2
79,C,HG01071,2,2
80,C,HG03579,2,2
81,C,HG03516,2,2
82,C,HG01891,2,2
83,C,HG01175,2,2
84,C,HG01928,2,2
85,C,HG00621,2,2
86,C,HG03540,2,2
87,C,HG02055,2,2
88,C,HG02886,2,2
89,C,HG00733,2,2
90,C,HG02148,2,2
91,C,HG01123,2,2
92,C,HG00438,2,2
93,C,HG02630,2,2
94,C,HG02572,2,2
95,C,HG03098,2,2
96,C,HG02486,2,2
97,C,HG01978,2,2
98,C,HG01243,2,2
99,C,HG02559,2,2
100,C,HG00735,2,2
101,C,HG00673,2,2
102,C,HG03492,2,2
103,C,HG01361,2,2
104,C,HG00741,2,2
105,C,HG01358,2,2
106,C,HG02257,2,2
107,C,HG02080,2,2
108,DMA,HG03453,2,2
109,DMA,HG01106,2,2
110,DMA,HG01258,2,2
111,DMA,HG01109,2,2
112,DMA,HG02717,2,2
113,DMA,HG01952,2,2
114,DMA,HG02622,2,2
115,DMA,HG01071,2,2
116,DMA,HG03579,2,2
117,DMA,HG03516,2,2
118,DMA,HG01891,2,2
119,DMA,HG01175,2,2
120,DMA,HG01928,2,2
121,DMA,HG00621,2,2
122,DMA,HG03540,2,2
123,DMA,HG02055,2,2
124,DMA,HG02886,2,2
125,DMA,HG00733,2,2
126,DMA,HG02148,2,2
127,DMA,HG01123,2,2
128,DMA,HG00438,2,2
129,DMA,HG02630,2,2
130,DMA,HG02572,2,2
131,DMA,HG03098,2,2
132,DMA,HG02486,2,2
133,DMA,HG01978,2,2
134,DMA,HG01243,2,2
135,DMA,HG02559,2,2
136,DMA,HG00735,2,2
137,DMA,HG00673,2,2
138,DMA,HG03492,2,2
139,DMA,HG01361,2,2
140,DMA,HG00741,2,2
141,DMA,HG01358,2,2
142,DMA,HG02257,2,2
143,DMA,HG02080,2,2
144,DMB,HG03453,2,2
145,DMB,HG01106,2,2
146,DMB,HG01258,2,2
147,DMB,HG01109,2,2
148,DMB,HG02717,2,2
149,DMB,HG01952,2,2
150,DMB,HG02622,2,2
151,DMB,HG01071,2,2
152,DMB,HG03579,2,2
153,DMB,HG03516,2,2
154,DMB,HG01891,2,2
155,DMB,HG01175,2,2
156,DMB,HG01928,2,2
157,DMB,HG00621,2,2
158,DMB,HG03540,2,2
159,DMB,HG02055,2,2
160,DMB,HG02886,2,2
161,DMB,HG00733,2,2
162,DMB,HG02148,2,2
163,DMB,HG01123,2,2
164,DMB,HG00438,2,2
165,DMB,HG02630,2,2
166,DMB,HG02572,2,2
167,DMB,HG03098,2,2
168,DMB,HG02486,2,2
169,DMB,HG01978,2,2
170,DMB,HG01243,2,2
171,DMB,HG02559,2,2
172,DMB,HG00735,2,2
173,DMB,HG00673,2,2
174,DMB,HG03492,2,2
175,DMB,HG01361,2,2
176,DMB,HG00741,2,2
177,DMB,HG01358,2,2
178,DMB,HG02257,2,2
179,DMB,HG02080,2,2
180,DOA,HG03453,1,2
181,DOA,HG01106,2,2
182,DOA,HG01258,2,2
183,DOA,HG01109,1,2
184,DOA,HG02717,1,2
185,DOA,HG01952,2,2
186,DOA,HG02622,1,2
187,DOA,HG01071,2,2
188,DOA,HG03579,0,2
189,DOA,HG03516,1,2
190,DOA,HG01891,1,2
191,DOA,HG01175,2,2
192,DOA,HG01928,2,2
193,DOA,HG00621,2,2
194,DOA,HG03540,1,2
195,DOA,HG02055,1,2
196,DOA,HG02886,1,2
197,DOA,HG00733,2,2
198,DOA,HG02148,2,2
199,DOA,HG01123,2,2
200,DOA,HG00438,2,2
201,DOA,HG02630,1,2
202,DOA,HG02572,2,2
203,DOA,HG03098,1,2
204,DOA,HG02486,0,2
205,DOA,HG01978,2,2
206,DOA,HG01243,1,2
207,DOA,HG02559,1,2
208,DOA,HG00735,2,2
209,DOA,HG00673,2,2
210,DOA,HG03492,2,2
211,DOA,HG01361,2,2
212,DOA,HG00741,1,2
213,DOA,HG01358,2,2
214,DOA,HG02257,1,2
215,DOA,HG02080,2,2
216,DOB,HG03453,2,2
217,DOB,HG01106,2,2
218,DOB,HG01258,2,2
219,DOB,HG01109,2,2
220,DOB,HG02717,2,2
221,DOB,HG01952,2,2
222,DOB,HG02622,2,2
223,DOB,HG01071,2,2
224,DOB,HG03579,2,2
225,DOB,HG03516,2,2
226,DOB,HG01891,2,2
227,DOB,HG01175,2,2
228,DOB,HG01928,2,2
229,DOB,HG00621,2,2
230,DOB,HG03540,2,2
231,DOB,HG02055,2,2
232,DOB,HG02886,2,2
233,DOB,HG00733,1,2
234,DOB,HG02148,2,2
235,DOB,HG01123,2,2
236,DOB,HG00438,2,2
237,DOB,HG02630,2,2
238,DOB,HG02572,2,2
239,DOB,HG03098,2,2
240,DOB,HG02486,2,2
241,DOB,HG01978,2,2
242,DOB,HG01243,2,2
243,DOB,HG02559,2,2
244,DOB,HG00735,2,2
245,DOB,HG00673,2,2
246,DOB,HG03492,2,2
247,DOB,HG01361,2,2
248,DOB,HG00741,1,2
249,DOB,HG01358,2,2
250,DOB,HG02257,2,2
251,DOB,HG02080,2,2
252,DPA1,HG03453,2,2
253,DPA1,HG01106,2,2
254,DPA1,HG01258,2,2
255,DPA1,HG01109,2,2
256,DPA1,HG02717,2,2
257,DPA1,HG01952,2,2
258,DPA1,HG02622,2,2
259,DPA1,HG01071,2,2
260,DPA1,HG03579,2,2
261,DPA1,HG03516,2,2
262,DPA1,HG01891,2,2
263,DPA1,HG01175,2,2
264,DPA1,HG01928,2,2
265,DPA1,HG00621,2,2
266,DPA1,HG03540,2,2
267,DPA1,HG02055,2,2
268,DPA1,HG02886,2,2
269,DPA1,HG00733,2,2
270,DPA1,HG02148,2,2
271,DPA1,HG01123,2,2
272,DPA1,HG00438,2,2
273,DPA1,HG02630,2,2
274,DPA1,HG02572,2,2
275,DPA1,HG03098,2,2
276,DPA1,HG02486,2,2
277,DPA1,HG01978,2,2
278,DPA1,HG01243,2,2
279,DPA1,HG02559,2,2
280,DPA1,HG00735,2,2
281,DPA1,HG00673,2,2
282,DPA1,HG03492,2,2
283,DPA1,HG01361,2,2
284,DPA1,HG00741,2,2
285,DPA1,HG01358,2,2
286,DPA1,HG02257,1,2
287,DPA1,HG02080,2,2
288,DPB1,HG03453,2,2
289,DPB1,HG01106,2,2
290,DPB1,HG01258,2,2
291,DPB1,HG01109,2,2
292,DPB1,HG02717,2,2
293,DPB1,HG01952,2,2
294,DPB1,HG02622,2,2
295,DPB1,HG01071,2,2
296,DPB1,HG03579,2,2
297,DPB1,HG03516,2,2
298,DPB1,HG01891,2,2
299,DPB1,HG01175,2,2
300,DPB1,HG01928,2,2
301,DPB1,HG00621,2,2
302,DPB1,HG03540,2,2
303,DPB1,HG02055,2,2
304,DPB1,HG02886,2,2
305,DPB1,HG00733,2,2
306,DPB1,HG02148,2,2
307,DPB1,HG01123,2,2
308,DPB1,HG00438,2,2
309,DPB1,HG02630,2,2
310,DPB1,HG02572,2,2
311,DPB1,HG03098,2,2
312,DPB1,HG02486,2,2
313,DPB1,HG01978,2,2
314,DPB1,HG01243,2,2
315,DPB1,HG02559,2,2
316,DPB1,HG00735,2,2
317,DPB1,HG00673,2,2
318,DPB1,HG03492,2,2
319,DPB1,HG01361,2,2
320,DPB1,HG00741,2,2
321,DPB1,HG01358,2,2
322,DPB1,HG02257,2,2
323,DPB1,HG02080,2,2
324,DQA1,HG03453,2,2
325,DQA1,HG01106,2,2
326,DQA1,HG01258,1,2
327,DQA1,HG01109,2,2
328,DQA1,HG02717,2,2
329,DQA1,HG01952,2,2
330,DQA1,HG02622,2,2
331,DQA1,HG01071,2,2
332,DQA1,HG03579,2,2
333,DQA1,HG03516,2,2
334,DQA1,HG01891,2,2
335,DQA1,HG01175,2,2
336,DQA1,HG01928,2,2
337,DQA1,HG00621,2,2
338,DQA1,HG03540,2,2
339,DQA1,HG02055,2,2
340,DQA1,HG02886,2,2
341,DQA1,HG00733,2,2
342,DQA1,HG02148,2,2
343,DQA1,HG01123,2,2
344,DQA1,HG00438,2,2
345,DQA1,HG02630,2,2
346,DQA1,HG02572,2,2
347,DQA1,HG03098,2,2
348,DQA1,HG02486,2,2
349,DQA1,HG01978,2,2
350,DQA1,HG01243,2,2
351,DQA1,HG02559,2,2
352,DQA1,HG00735,2,2
353,DQA1,HG00673,2,2
354,DQA1,HG03492,2,2
355,DQA1,HG01361,2,2
356,DQA1,HG00741,2,2
357,DQA1,HG01358,2,2
358,DQA1,HG02257,2,2
359,DQA1,HG02080,2,2
360,DQB1,HG03453,2,2
361,DQB1,HG01106,2,2
362,DQB1,HG01258,2,2
363,DQB1,HG01109,2,2
364,DQB1,HG02717,2,2
365,DQB1,HG01952,2,2
366,DQB1,HG02622,2,2
367,DQB1,HG01071,2,2
368,DQB1,HG03579,2,2
369,DQB1,HG03516,2,2
370,DQB1,HG01891,2,2
371,DQB1,HG01175,2,2
372,DQB1,HG01928,2,2
373,DQB1,HG00621,2,2
374,DQB1,HG03540,2,2
375,DQB1,HG02055,2,2
376,DQB1,HG02886,2,2
377,DQB1,HG00733,2,2
378,DQB1,HG02148,2,2
379,DQB1,HG01123,2,2
380,DQB1,HG00438,2,2
381,DQB1,HG02630,2,2
382,DQB1,HG02572,2,2
383,DQB1,HG03098,2,2
384,DQB1,HG02486,2,2
385,DQB1,HG01978,2,2
386,DQB1,HG01243,2,2
387,DQB1,HG02559,2,2
388,DQB1,HG00735,2,2
389,DQB1,HG00673,2,2
390,DQB1,HG03492,2,2
391,DQB1,HG01361,2,2
392,DQB1,HG00741,2,2
393,DQB1,HG01358,2,2
394,DQB1,HG02257,2,2
395,DQB1,HG02080,2,2
396,DQB2,HG03453,2,2
397,DQB2,HG01106,2,2
398,DQB2,HG01258,2,2
399,DQB2,HG01109,2,2
400,DQB2,HG02717,2,2
401,DQB2,HG01952,2,2
402,DQB2,HG02622,2,2
403,DQB2,HG01071,2,2
404,DQB2,HG03579,2,2
405,DQB2,HG03516,2,2
406,DQB2,HG01891,2,2
407,DQB2,HG01175,2,2
408,DQB2,HG01928,2,2
409,DQB2,HG00621,2,2
410,DQB2,HG03540,2,2
411,DQB2,HG02055,2,2
412,DQB2,HG02886,2,2
413,DQB2,HG00733,2,2
414,DQB2,HG02148,2,2
415,DQB2,HG01123,2,2
416,DQB2,HG00438,2,2
417,DQB2,HG02630,2,2
418,DQB2,HG02572,2,2
419,DQB2,HG03098,2,2
420,DQB2,HG02486,2,2
421,DQB2,HG01978,2,2
422,DQB2,HG01243,2,2
423,DQB2,HG02559,2,2
424,DQB2,HG00735,2,2
425,DQB2,HG00673,2,2
426,DQB2,HG03492,2,2
427,DQB2,HG01361,2,2
428,DQB2,HG00741,2,2
429,DQB2,HG01358,2,2
430,DQB2,HG02257,2,2
431,DQB2,HG02080,2,2
432,DRA,HG03453,2,2
433,DRA,HG01106,2,2
434,DRA,HG01258,2,2
435,DRA,HG01109,2,2
436,DRA,HG02717,2,2
437,DRA,HG01952,2,2
438,DRA,HG02622,2,2
439,DRA,HG01071,2,2
440,DRA,HG03579,2,2
441,DRA,HG03516,2,2
442,DRA,HG01891,2,2
443,DRA,HG01175,2,2
444,DRA,HG01928,2,2
445,DRA,HG00621,2,2
446,DRA,HG03540,2,2
447,DRA,HG02055,2,2
448,DRA,HG02886,2,2
449,DRA,HG00733,2,2
450,DRA,HG02148,2,2
451,DRA,HG01123,2,2
452,DRA,HG00438,2,2
453,DRA,HG02630,2,2
454,DRA,HG02572,2,2
455,DRA,HG03098,2,2
456,DRA,HG02486,2,2
457,DRA,HG01978,2,2
458,DRA,HG01243,2,2
459,DRA,HG02559,2,2
460,DRA,HG00735,2,2
461,DRA,HG00673,2,2
462,DRA,HG03492,2,2
463,DRA,HG01361,2,2
464,DRA,HG00741,2,2
465,DRA,HG01358,2,2
466,DRA,HG02257,2,2
467,DRA,HG02080,2,2
468,DRB1,HG03453,2,2
469,DRB1,HG01106,1,2
470,DRB1,HG01258,1,2
471,DRB1,HG01109,2,2
472,DRB1,HG02717,2,2
473,DRB1,HG01952,2,2
474,DRB1,HG02622,1,2
475,DRB1,HG01071,2,2
476,DRB1,HG03579,2,2
477,DRB1,HG03516,2,2
478,DRB1,HG01891,2,2
479,DRB1,HG01175,1,2
480,DRB1,HG01928,2,2
481,DRB1,HG00621,2,2
482,DRB1,HG03540,2,2
483,DRB1,HG02055,1,2
484,DRB1,HG02886,1,2
485,DRB1,HG00733,1,2
486,DRB1,HG02148,2,2
487,DRB1,HG01123,2,2
488,DRB1,HG00438,2,2
489,DRB1,HG02630,2,2
490,DRB1,HG02572,2,2
491,DRB1,HG03098,1,2
492,DRB1,HG02486,1,2
493,DRB1,HG01978,2,2
494,DRB1,HG01243,2,2
495,DRB1,HG02559,2,2
496,DRB1,HG00735,1,2
497,DRB1,HG00673,2,2
498,DRB1,HG03492,2,2
499,DRB1,HG01361,0,2
500,DRB1,HG00741,2,2
501,DRB1,HG01358,2,2
502,DRB1,HG02257,0,2
503,DRB1,HG02080,2,2
504,E,HG03453,2,2
505,E,HG01106,2,2
506,E,HG01258,2,2
507,E,HG01109,2,2
508,E,HG02717,2,2
509,E,HG01952,2,2
510,E,HG02622,2,2
511,E,HG01071,2,2
512,E,HG03579,2,2
513,E,HG03516,2,2
514,E,HG01891,2,2
515,E,HG01175,2,2
516,E,HG01928,2,2
517,E,HG00621,2,2
518,E,HG03540,2,2
519,E,HG02055,2,2
520,E,HG02886,2,2
521,E,HG00733,2,2
522,E,HG02148,2,2
523,E,HG01123,2,2
524,E,HG00438,2,2
525,E,HG02630,2,2
526,E,HG02572,2,2
527,E,HG03098,2,2
528,E,HG02486,2,2
529,E,HG01978,2,2
530,E,HG01243,2,2
531,E,HG02559,2,2
532,E,HG00735,2,2
533,E,HG00673,2,2
534,E,HG03492,2,2
535,E,HG01361,2,2
536,E,HG00741,2,2
537,E,HG01358,2,2
538,E,HG02257,2,2
539,E,HG02080,2,2
540,F,HG03453,2,2
541,F,HG01106,2,2
542,F,HG01258,2,2
543,F,HG01109,2,2
544,F,HG02717,2,2
545,F,HG01952,2,2
546,F,HG02622,2,2
547,F,HG01071,2,2
548,F,HG03579,2,2
549,F,HG03516,2,2
550,F,HG01891,2,2
551,F,HG01175,2,2
552,F,HG01928,2,2
553,F,HG00621,2,2
554,F,HG03540,2,2
555,F,HG02055,2,2
556,F,HG02886,2,2
557,F,HG00733,2,2
558,F,HG02148,2,2
559,F,HG01123,2,2
560,F,HG00438,2,2
561,F,HG02630,2,2
562,F,HG02572,2,2
563,F,HG03098,2,2
564,F,HG02486,2,2
565,F,HG01978,2,2
566,F,HG01243,2,2
567,F,HG02559,2,2
568,F,HG00735,2,2
569,F,HG00673,2,2
570,F,HG03492,2,2
571,F,HG01361,2,2
572,F,HG00741,2,2
573,F,HG01358,2,2
574,F,HG02257,2,2
575,F,HG02080,2,2
576,G,HG03453,2,2
577,G,HG01106,2,2
578,G,HG01258,2,2
579,G,HG01109,2,2
580,G,HG02717,2,2
581,G,HG01952,2,2
582,G,HG02622,2,2
583,G,HG01071,2,2
584,G,HG03579,2,2
585,G,HG03516,2,2
586,G,HG01891,2,2
587,G,HG01175,2,2
588,G,HG01928,2,2
589,G,HG00621,2,2
590,G,HG03540,2,2
591,G,HG02055,2,2
592,G,HG02886,2,2
593,G,HG00733,2,2
594,G,HG02148,2,2
595,G,HG01123,2,2
596,G,HG00438,2,2
597,G,HG02630,2,2
598,G,HG02572,2,2
599,G,HG03098,2,2
600,G,HG02486,2,2
601,G,HG01978,2,2
602,G,HG01243,2,2
603,G,HG02559,2,2
604,G,HG00735,2,2
605,G,HG00673,2,2
606,G,HG03492,2,2
607,G,HG01361,2,2
608,G,HG00741,2,2
609,G,HG01358,2,2
610,G,HG02257,2,2
611,G,HG02080,2,2
612,H,HG03453,2,2
613,H,HG01106,2,2
614,H,HG01258,2,2
615,H,HG01109,2,2
616,H,HG02717,2,2
617,H,HG01952,2,2
618,H,HG02622,2,2
619,H,HG03516,2,2
620,H,HG01891,1,2
621,H,HG01175,2,2
622,H,HG01928,2,2
623,H,HG00621,2,2
624,H,HG03540,2,2
625,H,HG02886,2,2
626,H,HG02148,2,2
627,H,HG01123,2,2
628,H,HG02630,2,2
629,H,HG02572,2,2
630,H,HG03098,2,2
631,H,HG02486,2,2
632,H,HG01978,2,2
633,H,HG01243,2,2
634,H,HG02559,2,2
635,H,HG00735,2,2
636,H,HG00673,2,2
637,H,HG03492,2,2
638,H,HG01361,2,2
639,H,HG00741,2,2
640,H,HG02257,1,2
641,H,HG02080,2,2
642,J,HG03453,2,2
643,J,HG01106,2,2
644,J,HG01258,2,2
645,J,HG01109,2,2
646,J,HG02717,2,2
647,J,HG01952,2,2
648,J,HG02622,2,2
649,J,HG01071,2,2
650,J,HG03579,2,2
651,J,HG03516,2,2
652,J,HG01891,2,2
653,J,HG01175,2,2
654,J,HG01928,2,2
655,J,HG00621,2,2
656,J,HG03540,2,2
657,J,HG02055,2,2
658,J,HG02886,2,2
659,J,HG00733,2,2
660,J,HG02148,2,2
661,J,HG01123,2,2
662,J,HG00438,2,2
663,J,HG02630,2,2
664,J,HG02572,2,2
665,J,HG03098,2,2
666,J,HG02486,2,2
667,J,HG01978,2,2
668,J,HG01243,2,2
669,J,HG02559,2,2
670,J,HG00735,2,2
671,J,HG00673,2,2
672,J,HG03492,2,2
673,J,HG01361,2,2
674,J,HG00741,2,2
675,J,HG01358,2,2
676,J,HG02257,2,2
677,J,HG02080,2,2
678,K,HG03453,2,2
679,K,HG01106,2,2
680,K,HG01258,1,2
681,K,HG01109,2,2
682,K,HG02717,2,2
683,K,HG01952,2,2
684,K,HG02622,2,2
685,K,HG03516,2,2
686,K,HG01891,2,2
687,K,HG01175,2,2
688,K,HG01928,2,2
689,K,HG03540,1,2
690,K,HG02886,2,2
691,K,HG02148,2,2
692,K,HG01123,2,2
693,K,HG02630,2,2
694,K,HG02572,2,2
695,K,HG03098,2,2
696,K,HG02486,2,2
697,K,HG01978,2,2
698,K,HG01243,2,2
699,K,HG02559,1,2
700,K,HG00735,2,2
701,K,HG00673,2,2
702,K,HG03492,2,2
703,K,HG01361,2,2
704,K,HG02257,2,2
705,K,HG02080,2,2
706,L,HG03453,2,2
707,L,HG01106,2,2
708,L,HG01258,2,2
709,L,HG01109,2,2
710,L,HG02717,2,2
711,L,HG01952,2,2
712,L,HG02622,2,2
713,L,HG01071,2,2
714,L,HG03579,2,2
715,L,HG03516,2,2
716,L,HG01891,2,2
717,L,HG01175,1,2
718,L,HG01928,2,2
719,L,HG00621,2,2
720,L,HG03540,2,2
721,L,HG02055,2,2
722,L,HG02886,2,2
723,L,HG00733,2,2
724,L,HG02148,2,2
725,L,HG01123,2,2
726,L,HG00438,2,2
727,L,HG02630,2,2
728,L,HG02572,2,2
729,L,HG03098,2,2
730,L,HG02486,2,2
731,L,HG01978,2,2
732,L,HG01243,2,2
733,L,HG02559,2,2
734,L,HG00735,2,2
735,L,HG00673,2,2
736,L,HG03492,2,2
737,L,HG01361,2,2
738,L,HG00741,2,2
739,L,HG01358,2,2
740,L,HG02257,2,2
741,L,HG02080,2,2
742,P,HG03453,2,2
743,P,HG01258,2,2
744,P,HG01109,2,2
745,P,HG02717,2,2
746,P,HG01952,2,2
747,P,HG02622,2,2
748,P,HG01071,2,2
749,P,HG01891,2,2
750,P,HG01175,2,2
751,P,HG01928,2,2
752,P,HG00621,2,2
753,P,HG00733,2,2
754,P,HG02148,2,2
755,P,HG01123,2,2
756,P,HG00438,2,2
757,P,HG02630,2,2
758,P,HG02486,2,2
759,P,HG01978,2,2
760,P,HG02559,2,2
761,P,HG00673,2,2
762,P,HG03492,2,2
763,P,HG01361,2,2
764,P,HG00741,2,2
765,P,HG01358,2,2
766,P,HG02257,1,2
767,V,HG03453,0,2
768,V,HG01106,1,2
769,V,HG01258,2,2
770,V,HG01109,2,2
771,V,HG02717,2,2
772,V,HG01952,2,2
773,V,HG02622,1,2
774,V,HG01071,0,2
775,V,HG01175,2,2
776,V,HG01928,2,2
777,V,HG00621,2,2
778,V,HG02886,2,2
779,V,HG00733,2,2
780,V,HG02148,2,2
781,V,HG01123,1,2
782,V,HG00438,2,2
783,V,HG02630,2,2
784,V,HG02572,0,2
785,V,HG01978,2,2
786,V,HG01243,1,2
787,V,HG02559,2,2
788,V,HG00673,0,2
789,V,HG03492,2,2
790,V,HG01361,2,2
791,V,HG00741,2,2
792,V,HG01358,0,2
793,V,HG02257,2,2
794,DQA2,HG03453,1,2
795,DQA2,HG01106,2,2
796,DQA2,HG01258,2,2
797,DQA2,HG01109,2,2
798,DQA2,HG02717,1,2
799,DQA2,HG01952,2,2
800,DQA2,HG02622,1,2
801,DQA2,HG01071,2,2
802,DQA2,HG03579,1,2
803,DQA2,HG03516,2,2
804,DQA2,HG01891,2,2
805,DQA2,HG01175,2,2
806,DQA2,HG01928,2,2
807,DQA2,HG00621,2,2
808,DQA2,HG03540,0,2
809,DQA2,HG02055,2,2
810,DQA2,HG02886,0,2
811,DQA2,HG00733,2,2
812,DQA2,HG02148,2,2
813,DQA2,HG01123,1,2
814,DQA2,HG00438,2,2
815,DQA2,HG02630,1,2
816,DQA2,HG02572,2,2
817,DQA2,HG03098,1,2
818,DQA2,HG02486,1,2
819,DQA2,HG01978,2,2
820,DQA2,HG01243,2,2
821,DQA2,HG02559,2,2
822,DQA2,HG00735,2,2
823,DQA2,HG00673,2,2
824,DQA2,HG03492,2,2
825,DQA2,HG01361,2,2
826,DQA2,HG00741,1,2
827,DQA2,HG01358,2,2
828,DQA2,HG02257,2,2
829,DQA2,HG02080,2,2
830,DPA2,HG03453,2,2
831,DPA2,HG01258,2,2
832,DPA2,HG01952,2,2
833,DPA2,HG01071,2,2
834,DPA2,HG03579,2,2
835,DPA2,HG03516,2,2
836,DPA2,HG01175,2,2
837,DPA2,HG01928,2,2
838,DPA2,HG02886,2,2
839,DPA2,HG00733,2,2
840,DPA2,HG02148,2,2
841,DPA2,HG02486,2,2
842,DPA2,HG01978,2,2
843,DPA2,HG01243,2,2
844,DPA2,HG02559,2,2
845,DPA2,HG00735,2,2
846,DPA2,HG01361,2,2
847,DPA2,HG02257,1,2
848,N,HG03453,0,2
849,N,HG01106,2,2
850,N,HG01258,2,2
851,N,HG01109,2,2
852,N,HG02717,2,2
853,N,HG01952,2,2
854,N,HG02622,0,2
855,N,HG01071,2,2
856,N,HG03579,0,2
857,N,HG03516,2,2
858,N,HG01891,0,2
859,N,HG01175,2,2
860,N,HG01928,0,2
861,N,HG00621,2,2
862,N,HG03540,2,2
863,N,HG02055,2,2
864,N,HG02886,2,2
865,N,HG00733,2,2
866,N,HG02148,0,2
867,N,HG01123,2,2
868,N,HG00438,2,2
869,N,HG02630,0,2
870,N,HG02572,0,2
871,N,HG03098,0,2
872,N,HG02486,2,2
873,N,HG01978,2,2
874,N,HG01243,2,2
875,N,HG02559,2,2
876,N,HG00735,2,2
877,N,HG00673,2,2
878,N,HG03492,2,2
879,N,HG01361,2,2
880,N,HG00741,2,2
881,N,HG01358,0,2
882,N,HG02257,2,2
883,N,HG02080,2,2
884,S,HG03453,0,2
885,S,HG01106,2,2
886,S,HG01258,2,2
887,S,HG01109,2,2
888,S,HG02717,0,2
889,S,HG01952,2,2
890,S,HG02622,2,2
891,S,HG01071,2,2
892,S,HG03579,0,2
893,S,HG03516,2,2
894,S,HG01891,2,2
895,S,HG01175,2,2
896,S,HG01928,0,2
897,S,HG00621,0,2
898,S,HG03540,2,2
899,S,HG02055,2,2
900,S,HG02886,2,2
901,S,HG00733,2,2
902,S,HG02148,0,2
903,S,HG01123,2,2
904,S,HG00438,2,2
905,S,HG02630,2,2
906,S,HG02572,0,2
907,S,HG03098,2,2
908,S,HG02486,2,2
909,S,HG01978,2,2
910,S,HG01243,2,2
911,S,HG02559,2,2
912,S,HG00735,1,2
913,S,HG00673,2,2
914,S,HG03492,2,2
915,S,HG01361,2,2
916,S,HG00741,1,2
917,S,HG01358,2,2
918,S,HG02257,0,2
919,S,HG02080,2,2
920,T,HG03453,2,2
921,T,HG01106,2,2
922,T,HG01258,2,2
923,T,HG01109,2,2
924,T,HG02717,2,2
925,T,HG01952,2,2
926,T,HG02622,2,2
927,T,HG03516,2,2
928,T,HG01891,2,2
929,T,HG01175,2,2
930,T,HG01928,2,2
931,T,HG00621,2,2
932,T,HG03540,2,2
933,T,HG02886,2,2
934,T,HG02148,2,2
935,T,HG01123,2,2
936,T,HG02630,2,2
937,T,HG02572,2,2
938,T,HG03098,2,2
939,T,HG02486,2,2
940,T,HG01978,2,2
941,T,HG01243,2,2
942,T,HG02559,2,2
943,T,HG00735,2,2
944,T,HG00673,2,2
945,T,HG03492,2,2
946,T,HG01361,2,2
947,T,HG00741,2,2
948,T,HG02257,2,2
949,T,HG02080,2,2
950,U,HG03453,2,2
951,U,HG01106,2,2
952,U,HG01258,2,2
953,U,HG01952,2,2
954,U,HG02622,1,2
955,U,HG01175,1,2
956,U,HG01928,2,2
957,U,HG00621,2,2
958,U,HG03540,0,2
959,U,HG01123,1,2
960,U,HG02630,2,2
961,U,HG02572,2,2
962,U,HG01978,2,2
963,U,HG01243,1,2
964,U,HG02559,0,2
965,U,HG00735,2,2
966,U,HG00673,2,2
967,U,HG03492,1,2
968,U,HG01361,2,2
969,U,HG00741,2,2
970,U,HG02257,1,2
971,U,HG02080,0,2
972,MICA,HG03453,0,2
973,MICA,HG01106,1,2
974,MICA,HG01258,1,2
975,MICA,HG01109,1,2
976,MICA,HG02717,0,2
977,MICA,HG01952,0,2
978,MICA,HG02622,1,2
979,MICA,HG01071,2,2
980,MICA,HG03579,2,2
981,MICA,HG03516,1,2
