gene1,gene2,D,Wn,hap_num,sample_num
HLA-G,HLA-A,0.889177032179261,0.5988501984858,381,788
HLA-A,HLA-H,0.907951545118393,0.70825653271175,275,670
HLA-H,HLA-A,0.907951545118393,0.70825653271175,275,670
HLA-A,HLA-J,0.87948376344984,0.784018895076081,316,808
HLA-J,HLA-A,0.87948376344984,0.784018895076081,316,808
HLA-A,HLA-K,0.864416730849404,0.895522584355251,248,683
HLA-K,HLA-A,0.864416730849404,0.895522584355251,248,683
HLA-A,HLA-L,0.57058678800641,0.609579817113777,328,831
HLA-L,HLA-A,0.57058678800641,0.609579817113777,328,831
HLA-A,HLA-N,0.438939366985926,0.548964068356864,153,207
HLA-N,HLA-A,0.438939366985926,0.548964068356864,153,207
HLA-A,HLA-P,0.815777221808329,0.843305762063821,278,798
HLA-P,HLA-A,0.815777221808329,0.843305762063821,278,798
HLA-A,HLA-S,0.76084331239515,0.785218413954253,56,44
HLA-S,HLA-A,0.76084331239515,0.785218413954253,56,44
HLA-A,HLA-U,0.76851315416589,0.616963031512025,301,855
HLA-U,HLA-A,0.76851315416589,0.616963031512025,301,855
HLA-A,HLA-V,0.784435532841778,0.765352817420069,143,247
HLA-V,HLA-A,0.784435532841778,0.765352817420069,143,247
HLA-A,HLA-W,0.884413986435145,0.771821943562967,312,793
HLA-W,HLA-A,0.884413986435145,0.771821943562967,312,793
HLA-A,MICA,0.505748122302975,0.545436557799982,593,855
MICA,HLA-A,0.505748122302975,0.545436557799982,593,855
HLA-A,MICB,0.401509905735969,0.445354175630283,453,855
MICB,HLA-A,0.401509905735969,0.445354175630283,453,855
HLA-A,TAP1,0.372350599949301,0.605546196870947,393,852
TAP1,HLA-A,0.372350599949301,0.605546196870947,393,852
HLA-A,TAP2,0.435687306986159,0.520641350301426,494,850
TAP2,HLA-A,0.435687306986159,0.520641350301426,494,850
HLA-B,CYP2D6,0.541982862622048,0.384606203516677,721,876
CYP2D6,HLA-B,0.541982862622048,0.384606203516677,721,876
HLA-B,HLA-C,0.910805265850875,0.579512348939412,471,924
HLA-C,HLA-B,0.910805265850875,0.579512348939412,471,924
HLA-B,HLA-DMB,0.457444510666829,0.441380624887843,539,925
HLA-DMB,HLA-B,0.457444510666829,0.441380624887843,539,925
HLA-B,HLA-DOA,0.621759265557634,0.368659481660194,693,897
HLA-DOA,HLA-B,0.621759265557634,0.368659481660194,693,897
HLA-B,HLA-DOB,0.48858181005391,0.445938545791435,470,888
HLA-DOB,HLA-B,0.48858181005391,0.445938545791435,470,888
HLA-B,HLA-DPB1,0.802202583061436,0.429499325399877,1154,943
HLA-DPB1,HLA-B,0.802202583061436,0.429499325399877,1154,943
HLA-B,HLA-DPB2,0.47128609197773,0.44669995228603,452,944
HLA-DPB2,HLA-B,0.47128609197773,0.44669995228603,452,944
HLA-B,HLA-DQA2,0.482802036992668,0.356988286267806,504,944
HLA-DQA2,HLA-B,0.482802036992668,0.356988286267806,504,944
HLA-B,HLA-DRA,0.646620284944646,0.420989910730624,823,944
HLA-DRA,HLA-B,0.646620284944646,0.420989910730624,823,944
HLA-B,HLA-DRB1,0.813148485408136,0.443157883910741,1231,944
HLA-DRB1,HLA-B,0.813148485408136,0.443157883910741,1231,944
HLA-B,HLA-DRB3,0.462636024956574,0.45185892191694,523,820
HLA-DRB3,HLA-B,0.462636024956574,0.45185892191694,523,820
HLA-B,HLA-DRB4,0.439245715985978,0.379879015850984,577,943
HLA-DRB4,HLA-B,0.439245715985978,0.379879015850984,577,943
HLA-B,HLA-DRB5,0.425759444092411,0.368896042928612,556,934
HLA-DRB5,HLA-B,0.425759444092411,0.368896042928612,556,934
HLA-B,HLA-F,0.630581629227107,0.455197553477485,676,905
HLA-F,HLA-B,0.630581629227107,0.455197553477485,676,905
HLA-B,HLA-H,0.64209984165851,0.447360837904998,545,728
HLA-H,HLA-B,0.64209984165851,0.447360837904998,545,728
HLA-B,HLA-K,0.487463287254003,0.512591470495362,381,727
HLA-K,HLA-B,0.487463287254003,0.512591470495362,381,727
HLA-B,HLA-L,0.489810266381949,0.480751603380912,367,910
HLA-L,HLA-B,0.489810266381949,0.480751603380912,367,910
HLA-B,HLA-N,0.498638840206505,0.566380439195873,169,208
HLA-N,HLA-B,0.498638840206505,0.566380439195873,169,208
HLA-B,HLA-S,0.915156208264867,0.903568029264239,59,44
HLA-S,HLA-B,0.915156208264867,0.903568029264239,59,44
HLA-B,HLA-V,0.565068414414234,0.590585693060901,193,244
HLA-V,HLA-B,0.565068414414234,0.590585693060901,193,244
HLA-B,HLA-W,0.523073585154349,0.455781319433156,509,846
HLA-W,HLA-B,0.523073585154349,0.455781319433156,509,846
HLA-C,CYP2D6,0.464378608228859,0.299673972251839,614,886
CYP2D6,HLA-C,0.464378608228859,0.299673972251839,614,886
HLA-C,HLA-DPB1,0.732997356181147,0.449502925732325,1089,970
HLA-DPB1,HLA-C,0.732997356181147,0.449502925732325,1089,970
HLA-C,HLA-DPB2,0.397066116168912,0.391371003871064,323,972
HLA-DPB2,HLA-C,0.397066116168912,0.391371003871064,323,972
HLA-C,HLA-DRB4,0.354025661482323,0.32534952555531,460,972
HLA-DRB4,HLA-C,0.354025661482323,0.32534952555531,460,972
HLA-C,HLA-DRB5,0.353999802940499,0.341323910268585,423,958
HLA-DRB5,HLA-C,0.353999802940499,0.341323910268585,423,958
HLA-C,HLA-L,0.430747539916317,0.451981137784465,264,923
HLA-L,HLA-C,0.430747539916317,0.451981137784465,264,923
HLA-C,HLA-S,0.832062715765248,0.867901703537541,50,44
HLA-S,HLA-C,0.832062715765248,0.867901703537541,50,44
HLA-C,HLA-V,0.450480379333194,0.465437396476762,146,247
HLA-V,HLA-C,0.450480379333194,0.465437396476762,146,247
HLA-C,HLA-W,0.443907748518954,0.403706589487775,395,863
HLA-W,HLA-C,0.443907748518954,0.403706589487775,395,863
HLA-DMA,CYP2D6,0.236377285128559,0.40733386973085,236,905
CYP2D6,HLA-DMA,0.236377285128559,0.40733386973085,236,905
HLA-DMA,HLA-B,0.41192804068894,0.414793417388269,411,943
HLA-B,HLA-DMA,0.41192804068894,0.414793417388269,411,943
HLA-DMA,HLA-C,0.337756330423173,0.342445929187944,315,970
HLA-C,HLA-DMA,0.337756330423173,0.342445929187944,315,970
HLA-DMA,HLA-DMB,0.496920077406502,0.237881510053672,78,967
HLA-DMB,HLA-DMA,0.496920077406502,0.237881510053672,78,967
HLA-DMA,HLA-DOA,0.312593940416865,0.198525520558218,158,938
HLA-DOA,HLA-DMA,0.312593940416865,0.198525520558218,158,938
HLA-DMA,HLA-DOB,0.212371279092818,0.150034096258917,63,928
HLA-DOB,HLA-DMA,0.212371279092818,0.150034096258917,63,928
HLA-DMA,HLA-DPA1,0.252319262546568,0.229827017007048,142,979
HLA-DPA1,HLA-DMA,0.252319262546568,0.229827017007048,142,979
HLA-DMA,HLA-DPA2,0.102025288552971,0.122886758094562,49,981
HLA-DPA2,HLA-DMA,0.102025288552971,0.122886758094562,49,981
HLA-DMA,HLA-DPB1,0.460309051708629,0.409288221899525,567,1001
HLA-DPB1,HLA-DMA,0.460309051708629,0.409288221899525,567,1001
HLA-DMA,HLA-DPB2,0.154686154839854,0.144346886735539,50,1007
HLA-DPB2,HLA-DMA,0.154686154839854,0.144346886735539,50,1007
HLA-DMA,HLA-DQA1,0.268369252541573,0.239853442377479,196,1003
HLA-DQA1,HLA-DMA,0.268369252541573,0.239853442377479,196,1003
HLA-DMA,HLA-DQA2,0.278691180993636,0.148230433448362,87,1004
HLA-DQA2,HLA-DMA,0.278691180993636,0.148230433448362,87,1004
HLA-DMA,HLA-DQB1,0.361010894212981,0.540931543929834,368,998
HLA-DQB1,HLA-DMA,0.361010894212981,0.540931543929834,368,998
HLA-DMA,HLA-DQB2,0.251852025628768,0.140067322763194,78,946
HLA-DQB2,HLA-DMA,0.251852025628768,0.140067322763194,78,946
HLA-DMA,HLA-DRA,0.243791571195537,0.17442295251625,199,1005
HLA-DRA,HLA-DMA,0.243791571195537,0.17442295251625,199,1005
HLA-DMA,HLA-DRB1,0.419481675657109,0.380351766009417,577,1007
HLA-DRB1,HLA-DMA,0.419481675657109,0.380351766009417,577,1007
HLA-DMA,HLA-DRB3,0.201931570445704,0.209984466744731,123,856
HLA-DRB3,HLA-DMA,0.201931570445704,0.209984466744731,123,856
HLA-DMA,HLA-DRB4,0.147017463527122,0.227657378359626,107,1004
HLA-DRB4,HLA-DMA,0.147017463527122,0.227657378359626,107,1004
HLA-DMA,HLA-DRB5,0.107338493394258,0.107305311843417,78,987
HLA-DRB5,HLA-DMA,0.107338493394258,0.107305311843417,78,987
HLA-DMA,HLA-E,0.124453161022997,0.126442620161563,92,999
HLA-E,HLA-DMA,0.124453161022997,0.126442620161563,92,999
HLA-DMA,HLA-F,0.21784695584939,0.305711482060619,157,937
HLA-F,HLA-DMA,0.21784695584939,0.305711482060619,157,937
HLA-DMA,HLA-G,0.238111769944495,0.305376354430029,193,880
HLA-G,HLA-DMA,0.238111769944495,0.305376354430029,193,880
HLA-DMA,HLA-H,0.21449762622374,0.178421514662891,113,743
HLA-H,HLA-DMA,0.21449762622374,0.178421514662891,113,743
HLA-DMA,HLA-J,0.172392035602763,0.147135227583488,100,907
HLA-J,HLA-DMA,0.172392035602763,0.147135227583488,100,907
HLA-DMA,HLA-K,0.106982611491704,0.142732964362119,52,750
HLA-K,HLA-DMA,0.106982611491704,0.142732964362119,52,750
HLA-DMA,HLA-L,0.126834459135819,0.149022705101191,44,944
HLA-L,HLA-DMA,0.126834459135819,0.149022705101191,44,944
HLA-DMA,HLA-N,0.114382431690163,0.137949648892493,24,208
HLA-N,HLA-DMA,0.114382431690163,0.137949648892493,24,208
HLA-DMA,HLA-P,0.120573010837658,0.149210055873792,41,898
HLA-P,HLA-DMA,0.120573010837658,0.149210055873792,41,898
HLA-DMA,HLA-S,0.350583246389991,0.237926043533589,24,44
HLA-S,HLA-DMA,0.350583246389991,0.237926043533589,24,44
HLA-DMA,HLA-V,0.157190691142196,0.192717561897141,25,247
HLA-V,HLA-DMA,0.157190691142196,0.192717561897141,25,247
HLA-DMA,HLA-W,0.150699625125254,0.122813304818086,72,872
HLA-W,HLA-DMA,0.150699625125254,0.122813304818086,72,872
HLA-DMA,MICA,0.193168123253674,0.344043925031506,163,1007
MICA,HLA-DMA,0.193168123253674,0.344043925031506,163,1007
HLA-DMA,MICB,0.132418597496064,0.251569586007228,96,1007
MICB,HLA-DMA,0.132418597496064,0.251569586007228,96,1007
HLA-DMA,TAP1,0.150385950364804,0.139257416855028,52,987
TAP1,HLA-DMA,0.150385950364804,0.139257416855028,52,987
HLA-DMA,TAP2,0.171034283372523,0.109319863524385,74,982
TAP2,HLA-DMA,0.171034283372523,0.109319863524385,74,982
HLA-DMB,CYP2D6,0.254869333925191,0.249849512765098,299,883
CYP2D6,HLA-DMB,0.254869333925191,0.249849512765098,299,883
HLA-DMB,HLA-C,0.376802290340766,0.388619433786773,412,943
HLA-C,HLA-DMB,0.376802290340766,0.388619433786773,412,943
HLA-DMB,HLA-DPB1,0.55471236307925,0.520098600643189,640,967
HLA-DPB1,HLA-DMB,0.55471236307925,0.520098600643189,640,967
HLA-DMB,HLA-DPB2,0.202243570533607,0.179835676754265,81,968
HLA-DPB2,HLA-DMB,0.202243570533607,0.179835676754265,81,968
HLA-DMB,HLA-DRB4,0.162026844704371,0.15740087627001,159,967
HLA-DRB4,HLA-DMB,0.162026844704371,0.15740087627001,159,967
HLA-DMB,HLA-DRB5,0.137040094633225,0.143408938548111,132,953
HLA-DRB5,HLA-DMB,0.137040094633225,0.143408938548111,132,953
HLA-DMB,HLA-L,0.147574792346524,0.15098802760717,72,926
HLA-L,HLA-DMB,0.147574792346524,0.15098802760717,72,926
HLA-DMB,HLA-S,0.38921849477289,0.445520034676867,37,44
HLA-S,HLA-DMB,0.38921849477289,0.445520034676867,37,44
HLA-DMB,HLA-V,0.142131220820856,0.184076279952073,50,247
HLA-V,HLA-DMB,0.142131220820856,0.184076279952073,50,247
HLA-DMB,HLA-W,0.152393578870799,0.147304553014699,121,857
HLA-W,HLA-DMB,0.152393578870799,0.147304553014699,121,857
HLA-DOA,CYP2D6,0.372851865194866,0.322357060793346,443,865
CYP2D6,HLA-DOA,0.372851865194866,0.322357060793346,443,865
HLA-DOA,HLA-C,0.524642261687955,0.384640747118817,564,916
HLA-C,HLA-DOA,0.524642261687955,0.384640747118817,564,916
HLA-DOA,HLA-DMB,0.35550282062822,0.286055010134109,227,915
HLA-DMB,HLA-DOA,0.35550282062822,0.286055010134109,227,915
HLA-DOA,HLA-DOB,0.304816307098369,0.281848325887254,200,883
HLA-DOB,HLA-DOA,0.304816307098369,0.281848325887254,200,883
HLA-DOA,HLA-DPB1,0.73325905797823,0.592658843572463,681,938
HLA-DPB1,HLA-DOA,0.73325905797823,0.592658843572463,681,938
HLA-DOA,HLA-DPB2,0.422309934952581,0.378060946590771,166,939
HLA-DPB2,HLA-DOA,0.422309934952581,0.378060946590771,166,939
HLA-DOA,HLA-DQA2,0.368053714548521,0.244914556286273,238,939
HLA-DQA2,HLA-DOA,0.368053714548521,0.244914556286273,238,939
HLA-DOA,HLA-DRA,0.411588862475271,0.231414573483291,484,939
HLA-DRA,HLA-DOA,0.411588862475271,0.231414573483291,484,939
HLA-DOA,HLA-DRB1,0.611666647885383,0.455851433118021,900,939
HLA-DRB1,HLA-DOA,0.611666647885383,0.455851433118021,900,939
HLA-DOA,HLA-DRB3,0.303347889993236,0.228636088661887,283,816
HLA-DRB3,HLA-DOA,0.303347889993236,0.228636088661887,283,816
HLA-DOA,HLA-DRB4,0.243603130253347,0.173687919536233,286,938
HLA-DRB4,HLA-DOA,0.243603130253347,0.173687919536233,286,938
HLA-DOA,HLA-DRB5,0.251216477871052,0.231644252440415,250,929
HLA-DRB5,HLA-DOA,0.251216477871052,0.231644252440415,250,929
HLA-DOA,HLA-F,0.374334910909084,0.223416207889024,384,897
HLA-F,HLA-DOA,0.374334910909084,0.223416207889024,384,897
HLA-DOA,HLA-H,0.430406672213125,0.250322550264878,330,725
HLA-H,HLA-DOA,0.430406672213125,0.250322550264878,330,725
HLA-DOA,HLA-K,0.249152385228706,0.249260448098683,185,723
HLA-K,HLA-DOA,0.249152385228706,0.249260448098683,185,723
HLA-DOA,HLA-L,0.203842485432837,0.237321206900209,161,897
HLA-L,HLA-DOA,0.203842485432837,0.237321206900209,161,897
HLA-DOA,HLA-N,0.280687901119639,0.622421106040764,84,208
HLA-N,HLA-DOA,0.280687901119639,0.622421106040764,84,208
HLA-DOA,HLA-S,0.550683334241056,0.554551704018007,48,44
HLA-S,HLA-DOA,0.550683334241056,0.554551704018007,48,44
HLA-DOA,HLA-V,0.309977758197563,0.376005459073886,91,246
HLA-V,HLA-DOA,0.309977758197563,0.376005459073886,91,246
HLA-DOA,HLA-W,0.29863721559582,0.253919411467008,242,834
HLA-W,HLA-DOA,0.29863721559582,0.253919411467008,242,834
HLA-DOB,CYP2D6,0.266009480818964,0.286327337230529,274,859
CYP2D6,HLA-DOB,0.266009480818964,0.286327337230529,274,859
HLA-DOB,HLA-C,0.392058316700907,0.399254535122561,363,913
HLA-C,HLA-DOB,0.392058316700907,0.399254535122561,363,913
HLA-DOB,HLA-DMB,0.23406052264286,0.21826179289013,104,908
HLA-DMB,HLA-DOB,0.23406052264286,0.21826179289013,104,908
HLA-DOB,HLA-DPB1,0.505949088515359,0.481516975376871,613,928
HLA-DPB1,HLA-DOB,0.505949088515359,0.481516975376871,613,928
HLA-DOB,HLA-DPB2,0.208943475468296,0.174117271034731,56,928
HLA-DPB2,HLA-DOB,0.208943475468296,0.174117271034731,56,928
HLA-DOB,HLA-DRA,0.335904702110525,0.293046432665808,260,928
HLA-DRA,HLA-DOB,0.335904702110525,0.293046432665808,260,928
HLA-DOB,HLA-DRB1,0.536523518277822,0.470963285244432,609,928
HLA-DRB1,HLA-DOB,0.536523518277822,0.470963285244432,609,928
HLA-DOB,HLA-DRB3,0.214510436518528,0.189883400671236,136,813
HLA-DRB3,HLA-DOB,0.214510436518528,0.189883400671236,136,813
HLA-DOB,HLA-DRB4,0.17052461034597,0.199107588714319,125,928
HLA-DRB4,HLA-DOB,0.17052461034597,0.199107588714319,125,928
HLA-DOB,HLA-DRB5,0.135753802690399,0.106573562863422,94,916
HLA-DRB5,HLA-DOB,0.135753802690399,0.106573562863422,94,916
HLA-DOB,HLA-F,0.246383405788289,0.225178686084382,196,890
HLA-F,HLA-DOB,0.246383405788289,0.225178686084382,196,890
HLA-DOB,HLA-L,0.101368808292724,0.131798646409207,49,893
HLA-L,HLA-DOB,0.101368808292724,0.131798646409207,49,893
HLA-DOB,HLA-N,0.167359040181444,0.199137224915922,30,208
HLA-N,HLA-DOB,0.167359040181444,0.199137224915922,30,208
HLA-DOB,HLA-S,0.51603620377374,0.44143420291834,26,44
HLA-S,HLA-DOB,0.51603620377374,0.44143420291834,26,44
HLA-DOB,HLA-V,0.128142867619738,0.146409549769486,39,247
HLA-V,HLA-DOB,0.128142867619738,0.146409549769486,39,247
HLA-DOB,HLA-W,0.165614571167143,0.131370743572814,100,833
HLA-W,HLA-DOB,0.165614571167143,0.131370743572814,100,833
HLA-DPA1,CYP2D6,0.368341505002216,0.28445681198042,397,892
CYP2D6,HLA-DPA1,0.368341505002216,0.28445681198042,397,892
HLA-DPA1,HLA-B,0.592789466343502,0.455137558764288,669,932
HLA-B,HLA-DPA1,0.592789466343502,0.455137558764288,669,932
HLA-DPA1,HLA-C,0.491466637792778,0.359446251251648,543,956
HLA-C,HLA-DPA1,0.491466637792778,0.359446251251648,543,956
HLA-DPA1,HLA-DMB,0.299938287223035,0.21985378243718,208,954
HLA-DMB,HLA-DPA1,0.299938287223035,0.21985378243718,208,954
HLA-DPA1,HLA-DOA,0.557830733991679,0.308070257781847,289,926
HLA-DOA,HLA-DPA1,0.557830733991679,0.308070257781847,289,926
HLA-DPA1,HLA-DOB,0.258958560129907,0.233103522129189,173,916
HLA-DOB,HLA-DPA1,0.258958560129907,0.233103522129189,173,916
HLA-DPA1,HLA-DPA2,0.653840256439242,0.601177171418788,119,965
HLA-DPA2,HLA-DPA1,0.653840256439242,0.601177171418788,119,965
HLA-DPA1,HLA-DPB1,0.935202244097513,0.634092317842072,461,980
HLA-DPB1,HLA-DPA1,0.935202244097513,0.634092317842072,461,980
HLA-DPA1,HLA-DPB2,0.564903172602781,0.611535025488584,119,981
HLA-DPB2,HLA-DPA1,0.564903172602781,0.611535025488584,119,981
HLA-DPA1,HLA-DQA1,0.41896945774045,0.29771386438811,419,979
HLA-DQA1,HLA-DPA1,0.41896945774045,0.29771386438811,419,979
HLA-DPA1,HLA-DQA2,0.313607990635025,0.256937770248414,198,981
HLA-DQA2,HLA-DPA1,0.313607990635025,0.256937770248414,198,981
HLA-DPA1,HLA-DQB1,0.530223104401989,0.421328419501388,572,977
HLA-DQB1,HLA-DPA1,0.530223104401989,0.421328419501388,572,977
HLA-DPA1,HLA-DQB2,0.297567475115055,0.208932724615727,181,936
HLA-DQB2,HLA-DPA1,0.297567475115055,0.208932724615727,181,936
HLA-DPA1,HLA-DRA,0.398606088322446,0.200783489321482,448,981
HLA-DRA,HLA-DPA1,0.398606088322446,0.200783489321482,448,981
HLA-DPA1,HLA-DRB1,0.593010421887188,0.422770198631907,867,981
HLA-DRB1,HLA-DPA1,0.593010421887188,0.422770198631907,867,981
HLA-DPA1,HLA-DRB3,0.253262247907746,0.226583235374319,256,843
HLA-DRB3,HLA-DPA1,0.253262247907746,0.226583235374319,256,843
HLA-DPA1,HLA-DRB4,0.226161848492771,0.211500380631327,246,981
HLA-DRB4,HLA-DPA1,0.226161848492771,0.211500380631327,246,981
HLA-DPA1,HLA-DRB5,0.217548120740391,0.198664410764036,206,968
HLA-DRB5,HLA-DPA1,0.217548120740391,0.198664410764036,206,968
HLA-DPA1,HLA-E,0.211716746614267,0.146465271000477,201,977
HLA-E,HLA-DPA1,0.211716746614267,0.146465271000477,201,977
HLA-DPA1,HLA-F,0.354262769643352,0.203794613736354,330,930
HLA-F,HLA-DPA1,0.354262769643352,0.203794613736354,330,930
HLA-DPA1,HLA-G,0.373024521592811,0.26567369906926,370,872
HLA-G,HLA-DPA1,0.373024521592811,0.26567369906926,370,872
HLA-DPA1,HLA-H,0.350033201275648,0.224442362427539,281,740
HLA-H,HLA-DPA1,0.350033201275648,0.224442362427539,281,740
HLA-DPA1,HLA-K,0.211812413206253,0.210980928255447,143,746
HLA-K,HLA-DPA1,0.211812413206253,0.210980928255447,143,746
HLA-DPA1,HLA-L,0.213449107182796,0.201899457402172,126,932
HLA-L,HLA-DPA1,0.213449107182796,0.201899457402172,126,932
HLA-DPA1,HLA-N,0.29749854266008,0.304427858164015,71,208
HLA-N,HLA-DPA1,0.29749854266008,0.304427858164015,71,208
HLA-DPA1,HLA-P,0.19282242602574,0.229375463418509,119,891
HLA-P,HLA-DPA1,0.19282242602574,0.229375463418509,119,891
HLA-DPA1,HLA-S,0.569416477833127,0.538585821998388,42,44
HLA-S,HLA-DPA1,0.569416477833127,0.538585821998388,42,44
HLA-DPA1,HLA-V,0.25008401886778,0.300099329507827,77,247
HLA-V,HLA-DPA1,0.25008401886778,0.300099329507827,77,247
HLA-DPA1,HLA-W,0.24409349731359,0.209928370435203,199,863
HLA-W,HLA-DPA1,0.24409349731359,0.209928370435203,199,863
HLA-DPA1,MICA,0.286113709191391,0.200595273275234,339,981
MICA,HLA-DPA1,0.286113709191391,0.200595273275234,339,981
HLA-DPA1,MICB,0.205469470213048,0.253201070805913,191,981
MICB,HLA-DPA1,0.205469470213048,0.253201070805913,191,981
HLA-DPA1,TAP1,0.241088775747127,0.235645661643307,124,969
TAP1,HLA-DPA1,0.241088775747127,0.235645661643307,124,969
HLA-DPA1,TAP2,0.25169250842287,0.190418113428784,191,965
TAP2,HLA-DPA1,0.25169250842287,0.190418113428784,191,965
HLA-DPA2,CYP2D6,0.2510379912828,0.301390637237474,227,895
CYP2D6,HLA-DPA2,0.2510379912828,0.301390637237474,227,895
HLA-DPA2,HLA-B,0.3945663825741,0.421835008298556,425,933
HLA-B,HLA-DPA2,0.3945663825741,0.421835008298556,425,933
HLA-DPA2,HLA-C,0.325118807314058,0.347050404319005,302,953
HLA-C,HLA-DPA2,0.325118807314058,0.347050404319005,302,953
HLA-DPA2,HLA-DMB,0.165402239092389,0.163044921551054,82,954
HLA-DMB,HLA-DPA2,0.165402239092389,0.163044921551054,82,954
HLA-DPA2,HLA-DOA,0.358844369992197,0.3848399826044,148,926
HLA-DOA,HLA-DPA2,0.358844369992197,0.3848399826044,148,926
HLA-DPA2,HLA-DOB,0.135792003558823,0.136740208690065,53,916
HLA-DOB,HLA-DPA2,0.135792003558823,0.136740208690065,53,916
HLA-DPA2,HLA-DPB1,0.884644028923825,0.853562453739297,413,980
HLA-DPB1,HLA-DPA2,0.884644028923825,0.853562453739297,413,980
HLA-DPA2,HLA-DPB2,0.428696061434428,0.390092612394794,34,985
HLA-DPB2,HLA-DPA2,0.428696061434428,0.390092612394794,34,985
HLA-DPA2,HLA-DQA2,0.141509242251336,0.155156902306867,72,984
HLA-DQA2,HLA-DPA2,0.141509242251336,0.155156902306867,72,984
HLA-DPA2,HLA-DQB1,0.340520136080395,0.379864722134691,368,977
HLA-DQB1,HLA-DPA2,0.340520136080395,0.379864722134691,368,977
HLA-DPA2,HLA-DQB2,0.132070015611836,0.169342262341693,70,937
HLA-DQB2,HLA-DPA2,0.132070015611836,0.169342262341693,70,937
HLA-DPA2,HLA-DRA,0.208949286803123,0.215693994610575,203,985
HLA-DRA,HLA-DPA2,0.208949286803123,0.215693994610575,203,985
HLA-DPA2,HLA-DRB1,0.431916119585532,0.466443496446872,581,985
HLA-DRB1,HLA-DPA2,0.431916119585532,0.466443496446872,581,985
HLA-DPA2,HLA-DRB3,0.147991039476083,0.162404422273735,116,844
HLA-DRB3,HLA-DPA2,0.147991039476083,0.162404422273735,116,844
HLA-DPA2,HLA-DRB4,0.116419008233037,0.150388829504019,93,984
HLA-DRB4,HLA-DPA2,0.116419008233037,0.150388829504019,93,984
HLA-DPA2,HLA-DRB5,0.133225109834981,0.0978436706393846,65,968
HLA-DRB5,HLA-DPA2,0.133225109834981,0.0978436706393846,65,968
HLA-DPA2,HLA-E,0.107696763392746,0.173850684841938,77,980
HLA-E,HLA-DPA2,0.107696763392746,0.173850684841938,77,980
HLA-DPA2,HLA-F,0.186700702155313,0.236873484324539,152,930
HLA-F,HLA-DPA2,0.186700702155313,0.236873484324539,152,930
HLA-DPA2,HLA-G,0.214109816807752,0.26834346850829,190,873
